개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용,진료과목내용명,지정취소일자,완화의료지정형태,완화의료담당부서명,구급차특수,구급차일반,총인원,구조사수,허가병상수,최초지정일자
3240000,PHMA219863240033021200001,1986.10.17,,01,영업/정상,13,영업중,,,,,02-2224-2114,51431.74,,,서울특별시 강동구 성안로 150 (길동),05355,성심의료재단강동성심병원,2024.4.22 15:29,U,2023.12.3 22:04,종합병원,211883.6884,448216.5749,,,,,,,,,,,,,,,,
3010000,PHMA219943010033021200001,1994.2.25,,01,영업/정상,13,영업중,,,,,02-2231-0900,13456,,서울특별시 중구 신당동 366-144 송도병원,"서울특별시 중구 다산로 78, 송도병원 (신당동)",04597,서울송도병원,2024.4.16 16:34,U,2023.12.3 23:08,병원,200649.5286,449877.4441,,,,,,,,,,,,,,,,
3230000,PHMA219983230034021201557,1998.6.5,,01,영업/정상,13,영업중,,,,,02-405-8500,6957.17,,,서울특별시 송파구 오금로 290 (가락동),05700,서울병원,2024.3.15 11:10,U,2023.12.2 23:07,병원,210957.4314,444640.8161,,,,,,,,,,,,,,,,
3110000,PHMA220113110032021200001,2011.6.10,,01,영업/정상,13,영업중,,,,,02-1588-3797,,,,"서울특별시 은평구 서오릉로 45, 최원호병원 (녹번동)",03459,최원호병원,2023.4.17 9:49,U,2022.12.3 23:09,병원,,,,,,,,,,,,,,,,,,
3050000,PHMA219713050034021200002,1971.10.5,,01,영업/정상,13,영업중,,,,,02-958-8114,,,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 23 (회기동),02447,경희대학교병원,2023.3.24 13:24,U,2022.12.2 22:06,종합병원,204469.209,454934.0474,,,,,,,,,,,,,,,,
3000000,PHMA220213000034021200002,2021.6.24,,01,영업/정상,13,영업중,,,,,1588-6858,5840.71,,서울특별시 종로구 내자동 219 도반 빌딩,"서울특별시 종로구 새문안로5가길 33, 도반 빌딩 2~12층,14층일부 (내자동)",03170,도반한방병원,2024.4.16 9:32,U,2023.12.3 23:08,한방병원,197539.9708,452504.0641,,,,,,,,,,,,,,,,
3000000,PHMA220223000034021200001,2022.4.27,,01,영업/정상,13,영업중,,,,,02-6213-1010,2406,,,"서울특별시 종로구 대학로 89, 대학로빌딩 지하1, 지상2~6층 (연건동)",03082,치휴한방병원,2023.11.27 15:34,U,2022.10.31 22:09,한방병원,200089.0045,452986.2068,,,,,,,,,,,,,,,,
3080000,PHMA220113080033021200001,20110211,,03,폐업,03,폐업,20151215,,,,02-907-7002,,142868,서울특별시 강북구 번1동 461번지 68호,서울특별시 강북구 한천로 1002 (번동),01058,새한빛병원,2019.8.29 14:50,U,2019.8.31 2:40,병원,202582.4663,459530.4861,병원,13,22,147,1780.38,101 103 122,"내과, 정신건강의학과, 가정의학과",,,,0,0,,,0,
3000000,PHMA220083000034021200001,20080624,,03,폐업,03,폐업,20181001,,,,02-766-2004,,110808,서울특별시 종로구 돈의동 78번지,서울특별시 종로구 돈화문로9길 26 (돈의동),03139,춘원당한방병원,2018.10.1 13:40,U,2018.10.3 2:35,한방병원,199079.0091,452168.0887,한방병원,8,7,31,2182.81,301 303 304 305 306 307 308 302,"한방내과, 한방부인과, 한방소아과, 한방안?이비인후?피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,
3000000,PHMA220103000034021200001,20080912,,03,폐업,03,폐업,20111007,,,,3672-2233,,110841,서울특별시 종로구 창신1동 327번지 2호 금호팰리스 4층,서울특별시 종로구 지봉로 29 (창신동),110841,동대문요양병원,2011.10.30 14:41,I,2018.8.31 23:59,요양병원(일반요양병원),201282.3783,452249.6437,요양병원(일반요양병원),4,6,40,383.6,101 120 104 113 111 114,"내과, 외과, 소아청소년과, 이비인후과, 피부과, 재활의학과",,,,0,0,,,0,
3000000,PHMA220063000034021200001,20060803,,03,폐업,03,폐업,20120217,,,,02-732-2875,,110773,서울특별시 종로구 종로2가 75번지 9호,서울특별시 종로구 종로 78 (종로2가),110773,밀레니엄치과병원,2012.2.17 11:15,I,2018.8.31 23:59,치과병원,198696.7922,451962.6824,치과병원,2,0,0,310,201 202 203 204 205 206 207 208 209 210,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과",,,,0,0,,,0,
3000000,PHMA219663000034021200001,19660119,,03,폐업,03,폐업,20080930,,,,02-760-5114,,110126,서울특별시 종로구 종로6가 70,,,이대부속동대문병원,2009.10.19 10:59,I,2018.8.31 23:59,종합병원,,,종합병원,78,24,101,11138,101 104 105 108 106 110 103 111 114 112 113 109 115 118 119 122 120 107 116 116 125 102 401,"내과, 신경과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 재활의학과, 가정의학과, 응급의학과, 치과",,,,0,0,,,0,
3030000,PHMA220103030033021200001,20101006,,05,제외/삭제/전출,15,전출,,,,,02-2293-7582,,133866,서울특별시 성동구 행당1동 198번지 1호,서울특별시 성동구 왕십리로 296 (행당동),04751,서울연세병원,2022.11.8 10:35,U,2021.10.31 23:00,병원,203125.7512,450929.9584,,,,,,,,,,,,,,,,
3000000,PHMA220213000034021200001,20210527,,01,영업/정상,13,영업중,,,,,02-730-7777,,,"서울특별시 종로구 신문로2가 1-158 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층","서울특별시 종로구 경희궁길 26, 썬타워빌딩 지하1층, 지상2,3,4,5,6,7층 (신문로2가)",03175,아미나요양병원,2022.10.19 9:32,U,2021.10.30 22:01,요양병원(일반요양병원),197369.9254,452219.6052,,,,,,,,,,,,,,,,
3010000,PHMA220023010033021200001,20020902,,03,폐업,03,폐업,20170729,,,,02-723-0020,,,,"서울특별시 중구 세종대로21길 52, 1층 (태평로1가, 조선일보광화문빌딩)",04519,산치과병원,2017.7.28 17:15,I,2018.8.31 23:59,치과병원,197821.219,451827.081,치과병원,1,0,0,136.2,403 404 405 406,"치과보철과, 치과교정과, 소아치과, 치주과",,,,0,0,,,0,
3050000,PHMA220123050034021200002,2012.12.14,,01,영업/정상,13,영업중,,,,,02-927-6501,4651.64,,서울특별시 동대문구 용두동 129번지 36호,"서울특별시 동대문구 무학로 88 (용두동, 지하2~지상8층)",02589,왕십리휴요양병원,2024.4.8 17:20,U,2023.12.3 23:00,요양병원(일반요양병원),202670.0493,452196.571,,,,,,,,,,,,,,,,
3230000,PHMA220163230034021200006,2016.6.30,,01,영업/정상,13,영업중,,,,,02-3411-2360,1684.51,,,"서울특별시 송파구 송이로 156, 태정타워 (가락동)",05829,강남센트럴요양병원,2024.4.2 15:25,U,2023.12.4 0:04,요양병원(일반요양병원),210944.8601,443429.7814,,,,,,,,,,,,,,,,
3000000,PHMA219773000034021200001,1977.4.1,,01,영업/정상,13,영업중,,,,,02-2002-8000,17910,,,"서울특별시 종로구 새문안로 9, 적십자병원 (평동)",03181,서울적십자병원,2023.10.11 10:20,U,2022.10.30 23:04,종합병원,197013.4902,451678.7875,,,,,,,,,,,,,,,,
3070000,PHMA220223070034021200001,2022.2.28,,01,영업/정상,13,영업중,,,,,02-6231-7575,1890.7,,"서울특별시 성북구 종암동 3-1342 청한빌딩 4,5층","서울특별시 성북구 종암로 129, 청한빌딩 4,5층 (종암동)",02803,한마음한방병원,2024.4.15 11:28,U,2023.12.3 23:07,한방병원,202819.8718,455458.0247,,,,,,,,,,,,,,,,
3090000,PHMA219933090033021200001,1993.2.3,,01,영업/정상,13,영업중,,,,,02-3492-3251,14272.24,,서울특별시 도봉구 도봉동 617-21,서울특별시 도봉구 도봉로 755(도봉동),01310,서울노보스병원,2024.4.19 11:32,U,2023.12.3 22:01,병원,203784.0308,463306.5612,,,,,,,,,,,,,,,,
3190000,PHMA220073190033021200002,2007.10.23,,01,영업/정상,13,영업중,,,,,02-848-0100,,156-854,서울특별시 동작구 신대방동 686번지 1호,서울특별시 동작구 시흥대로 634 (신대방동),07072,의료법인에이치엠피의료재단녹십초요양병원,2023.4.14 8:29,U,2022.12.3 23:06,요양병원(일반요양병원),191677.3749,442912.5759,,,,,,,,,,,,,,,,
3210000,PHMA219993210034021200001,1999.7.24,,01,영업/정상,13,영업중,,,,,6388-8114,6663.28,137-820,서울특별시 서초구 방배동 481번지 10호,서울특별시 서초구 남부순환로 2151 (방배동),06699,대항병원,2023.12.6 10:03,U,2022.11.2 0:08,병원,198865.6098,441491.1095,,,,,,,,,,,,,,,,
3180000,PHMA220103180034021200002,20101122,,01,영업/정상,13,영업중,,,,,02-3284-7777,,,,"서울특별시 영등포구 대림로 223 (대림동, 명지춘혜병원)",07378,의료법인 춘혜의료재단 명지춘혜재활병원,2022.12.20 9:52,U,2021.11.1 22:02,병원,,,,,,,,,,,,,,,,,,
3160000,PHMA220193160034021200002,20190130,,03,폐업,03,폐업,20220703,,,,02-2613-7000,,,서울특별시 구로구 고척동 73번지 3호 일이삼전자타운,"서울특별시 구로구 경인로 393-7, 일이삼전자타운 5,6,7층 (고척동)",08227,리본병원,2023.1.3 11:21,U,2022.12.1 0:05,병원,187826.6982,443925.5247,,,,,,,,,,,,,,,,
3180000,PHMA220043180034021200007,20041202,,03,폐업,03,폐업,,,,,02-2634-7500,,,서울특별시 영등포구 문래동2가   39-10,,,참사랑요양병원,2011.4.26 18:59,I,2018.8.31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),17,20,115,1554.5,101 120 122,"내과, 재활의학과, 가정의학과",,,,0,0,,,0,
3180000,PHMA220053180034021200006,20051007,,03,폐업,03,폐업,,,,,02-2634-7500,,,서울특별시 영등포구 문래동2가   39-10,,,참사랑요양병원,2008.12.18 18:44,I,2018.8.31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),0,0,0,0,101,내과,,,,0,0,,,0,
3010000,PHMA220053010033021200001,20050916,,03,폐업,03,폐업,20110602,,,,2264-2875,,100846,서울특별시 중구 을지로3가 302-1 1층,,,사단법인) 누가선교회 누가치과병원,2011.6.2 13:52,I,2018.8.31 23:59,치과병원,,,치과병원,1,0,0,252.83,201 202 203 204 205,"구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과",,,,0,0,,,0,
3010000,PHMA220103010033021200001,20100601,,03,폐업,03,폐업,20150214,,,,734-2879,,100091,서울특별시 중구 남대문로1가 18번지  대일빌딩 11층,"서울특별시 중구 남대문로 120 (남대문로1가,대일빌딩 11층)",,네모치과병원(명동점),2015.2.13 15:16,I,2018.8.31 23:59,치과병원,198432.2954,451739.3402,치과병원,2,0,0,415.29,401,치과,,,,0,0,,,0,
3010000,PHMA220103010033021200002,20100727,,03,폐업,03,폐업,20130102,,,,2238-2211,,100824,서울특별시 중구 신당동 291번지 48호,서울특별시 중구 다산로36길 11 (신당동),100824,동산요양병원,2013.9.11 15:01,I,2018.8.31 23:59,요양병원(일반요양병원),201362.6956,451177.2225,요양병원(일반요양병원),6,11,58,1133.75,101 110 111 114 108,"내과, 성형외과, 산부인과, 소아청소년과, 피부과",,,,0,0,,,0,
3010000,PHMA219813010033021200001,19811201,,03,폐업,03,폐업,20211216,20210426,20210531,,02-2000-7114,,100380,서울특별시 중구 묵정동 1번지 19호,서울특별시 중구 서애로1길 17 (묵정동),04619,의료법인 제일의료재단 제일병원,2021.12.17 13:42,U,2021.12.19 2:40,병원,199856.4234,451026.2277,병원,1,66,228,12395.07,123 122 119 118 117 116 112 111 110 109 108 105 104 102 101,"내과, 신경과, 외과, 정형외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 영상의학과, 방사선종양학과, 병리과, 진단검사의학과, 가정의학과, 핵의학과",,,,0,0,,,0,
3180000,PHMA219853180034021200001,1980.1.11,,01,영업/정상,13,영업중,,,,,02-829-5114,58385.6,,,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",07441,한림대학교 강남성심병원,2024.3.19 17:29,U,2023.12.2 22:01,종합병원,191856.2618,443459.3577,,,,,,,,,,,,,,,,
3150000,PHMA220223150037021200002,2022.4.28,,01,영업/정상,13,영업중,,,,,02-6953-8226,5117,,서울특별시 강서구 내발산동 668,"서울특별시 강서구 강서로 323, 4~8층 (내발산동)",07632,비에스코아이비인후과병원,2024.2.1 13:22,U,2023.12.2 0:03,병원,185487.6418,450280.8586,,,,,,,,,,,,,,,,
3230000,PHMA220083230034021201554,2008.1.2,,01,영업/정상,13,영업중,,,,,02-407-7700,3429.02,,,"서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)",05707,뉴스타트병원,2024.3.15 11:02,U,2023.12.2 23:07,병원,210493.7649,444103.2609,,,,,,,,,,,,,,,,
3230000,PHMA220123230034021200001,2012.3.12,,03,폐업,03,폐업,2023.8.1,,,,02-1644-2119,2943.47,,서울특별시 송파구 석촌동 14번지 10호 어깨동무빌딩,"서울특별시 송파구 백제고분로 283, 어깨동무빌딩 (석촌동)",05613,올림픽병원,2023.10.13 15:34,U,2022.10.30 23:05,병원,208596.0247,444510.6709,,,,,,,,,,,,,,,,
3230000,PHMA219933230034021201562,1993.1.9,,01,영업/정상,13,영업중,,,,,02-443-7575,958.25,,서울특별시 송파구 문정동 17-5 인애가한방병원,"서울특별시 송파구 문정로 65, 인애가한방병원 1,2,4,5,6층 (문정동)",05797,의료법인일맥의료재단 송파인애가한방병원,2023.11.22 9:46,U,2022.10.31 22:04,한방병원,211382.0269,442795.7081,,,,,,,,,,,,,,,,
3210000,PHMA220143210034021200001,2014.1.9,,01,영업/정상,13,영업중,,,,,02-593-0052,3124.96,,서울특별시 서초구 서초동 1603-1 블루핀타워,"서울특별시 서초구 서초중앙로 42, 블루핀타워 지하2층,지하1층,1층,2층,3층 동 (서초동)",06643,장덕한방병원,2024.3.6 10:05,U,2023.12.3 0:09,한방병원,201353.7405,442618.448,,,,,,,,,,,,,,,,
3210000,PHMA220203210034021200001,2006.4.11,,01,영업/정상,13,영업중,,,,,02-570-1234,6868.12,,서울특별시 서초구 서초동 1426-1,"서울특별시 서초구 서초중앙로 4, 기쁨병원 (서초동)",06725,기쁨병원,2024.4.18 8:50,U,2023.12.3 22:00,종합병원,201523.8174,442288.6854,,,,,,,,,,,,,,,,
3180000,PHMA220063180034021200001,20060310,,03,폐업,03,폐업,20060913,,,,02-2068-7579,,,서울특별시 영등포구 영등포동8가   0-0,,,마리아성모병원,2014.5.1 10:59,I,2018.8.31 23:59,병원,,,병원,1,0,0,0,101,내과,,,,0,0,,,0,
3180000,PHMA220063180034021200003,20020727,,03,폐업,03,폐업,20110718,,,,02-2634-7500,,,서울특별시 영등포구 문래동2가   39-10,,,참사랑요양병원,2011.7.21 16:36,I,2018.8.31 23:59,요양병원(일반요양병원),,,요양병원(일반요양병원),17,20,115,1554.45,101 122 120,"내과, 재활의학과, 가정의학과",,,,0,0,,,0,
3240000,PHMA219943240033021200001,19940603,,03,폐업,03,폐업,20031230,,,,,,134050,서울특별시 강동구 암사1동 479번지 13호,,,강동성모병원,2008.12.11 16:10,I,2018.8.31 23:59,병원,,,병원,0,21,71,3160,101,내과,,,,0,0,,,0,
3000000,PHMA219823000034021200001,19820924,,03,폐업,03,폐업,20130108,,,,02-730-5191,,110300,서울특별시 종로구 관훈동 196-10,,,해정병원,2013.1.8 14:31,I,2018.8.31 23:59,병원,,,병원,8,6,30,2848,101 116,"내과, 영상의학과",,,,0,0,,,0,
3090000,PHMA220043090033021200001,2004.8.23,,01,영업/정상,13,영업중,,,,,02-903-9920,3626,132-830,서울특별시 도봉구 방학3동 442,서울특별시 도봉구 시루봉로 137 (방학동),01316,경희늘푸른노인전문병원,2024.4.19 11:23,U,2023.12.3 22:01,요양병원(노인병원),202338.9378,462312.5889,,,,,,,,,,,,,,,,
3240000,PHMA220063240033021200002,2006.2.27,,01,영업/정상,13,영업중,,,,,02-440-7114,47530.54,,,서울특별시 강동구 동남로 892 (상일동),05278,강동경희대학교의대병원,2024.4.5 17:31,U,2023.12.4 0:07,종합병원,213839.3562,450118.2617,,,,,,,,,,,,,,,,
3060000,PHMA220083060034021200012,2008.5.1,,01,영업/정상,13,영업중,,,,,02-493-9700,3797.31,,,"서울특별시 중랑구 망우로 316, 이지팰리스 5~7층 503-2,504,505,601~605,701~705호 (상봉동)",02148,한걸음요양병원,2024.4.23 13:24,U,2023.12.3 22:05,요양병원(일반요양병원),207660.8837,454911.1103,,,,,,,,,,,,,,,,
3080000,PHMA220073080033021200002,2007.8.1,,01,영업/정상,13,영업중,,,,,02-986-9988,3067.68,,서울특별시 강북구 미아동 189번지 6호 포근한노인전문병원,서울특별시 강북구 도봉로 266 (미아동),01128,포근한병원,2024.3.20 9:34,U,2023.12.2 22:02,병원,202061.2521,458882.073,,,,,,,,,,,,,,,,
3060000,PHMA220023060034021200020,2002.10.25,,01,영업/정상,13,영업중,,,,,02-490-4000,3165.19,,서울특별시 중랑구 망우동 488-8 장스여성병원 비동,"서울특별시 중랑구 용마산로117길 49, 장스여성병원 비동 (7층 일부제외)동 (망우동)",02073,장스여성병원,2024.4.9 11:14,U,2023.12.3 23:01,병원,208547.5606,455271.7903,,,,,,,,,,,,,,,,
3060000,PHMA220113060034021200001,2011.3.9,,01,영업/정상,13,영업중,,,,,02-2276-7000,105041.37,,,서울특별시 중랑구 신내로 156 (신내동),02053,서울특별시서울의료원,2024.4.12 9:07,U,2023.12.3 23:04,종합병원,208580.4096,456742.9475,,,,,,,,,,,,,,,,
3000000,PHMA220183000034021200001,2018.4.16,,01,영업/정상,13,영업중,,,,,02-737-7582,3274.96,,서울특별시 종로구 숭인동 200번지 26호 진형빌딩,"서울특별시 종로구 종로 386, 6.7.8.9층 (숭인동)",03115,서울숭인병원,2023.8.24 9:03,U,2022.12.7 22:06,병원,201728.0108,452416.8255,,,,,,,,,,,,,,,,
3020000,PHMA219843020033021200001,1984.4.3,,01,영업/정상,13,영업중,,,,,02-799-5000,14998.5,140-907,서울특별시 용산구 이촌동 301번지 165호,서울특별시 용산구 이촌로 318 (이촌동),04425,금강아산병원(재단법인 아산사회복지재단),2023.10.12 18:30,U,2022.10.30 23:04,병원,198334.5287,446153.5222,,,,,,,,,,,,,,,,
3010000,PHMA220113010033021200001,2011.6.2,,02,휴업,02,휴업,,2023.11.20,2024.11.19,,02-970-8403,247.2,100-846,서울특별시 중구 을지로3가 302번지 1호,서울특별시 중구 을지로14길 12 (을지로3가),100-846,을지치과병원,2023.11.16 15:36,U,2022.10.31 23:08,치과병원,199213.9958,451479.2513,,,,,,,,,,,,,,,,
3000000,PHMA220043000034021200001,2004.9.1,,01,영업/정상,13,영업중,,,,,02-2072-2655,20778.51,,,서울특별시 종로구 대학로 101 (연건동),03080,서울대학교치과병원,2024.3.4 13:59,U,2023.12.3 0:06,치과병원,199824.096,452984.3605,,,,,,,,,,,,,,,,
3000000,PHMA220123000034021200001,2012.5.16,,01,영업/정상,13,영업중,,,,,02-1644-7541,2638.64,,서울특별시 종로구 평창동 158-1 글로리아타운,"서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동)",03009,로이병원,2024.3.26 14:26,U,2023.12.2 22:08,병원,197212.3649,456055.2058,,,,,,,,,,,,,,,,
3000000,PHMA219873000034021200001,1987.4.24,,01,영업/정상,13,영업중,,,,,02-737-0181,9799.51,110-080,서울특별시 종로구 무악동 32번지 2호,서울특별시 종로구 통일로 256 (무악동),03030,세란병원,2024.2.23 12:54,U,2023.12.1 22:05,종합병원,196173.8536,452543.7122,,,,,,,,,,,,,,,,
3000000,PHMA219793000034021200001,1979.3.24,,01,영업/정상,13,영업중,,,,,02-2001-2001,,110-746,서울특별시 종로구 평동 108,서울특별시 종로구 새문안로 29 (평동),03181,강북삼성병원,2023.6.1 9:22,U,2022.12.6 0:04,종합병원,197111.9696,451776.4437,,,,,,,,,,,,,,,,
3010000,PHMA220063010033021200002,2006.6.22,,01,영업/정상,13,영업중,,,,,0233931122,147.94,,서울특별시 중구 을지로6가 18-185 밀리오레상가건물,"서울특별시 중구 장충단로 263, 밀리오레상가건물 14층 (을지로6가)",04563,더블유치과병원,2024.4.16 16:31,U,2023.12.3 23:08,치과병원,200664.5829,451781.8684,,,,,,,,,,,,,,,,
3030000,PHMA220083030033021200002,20080905,,03,폐업,03,폐업,20120816,,,,02-464-2700,,,서울특별시 성동구 성수2가3동 279번지 44호,서울특별시 성동구 동일로 133 (성수동2가),133832,프라임병원,2012.8.16 10:28,I,2018.8.31 23:59,병원,205665.6408,449129.6219,병원,3,0,89,1656.96,101,내과,,,,0,0,,,0,
3010000,PHMA220063010033021200003,2006.11.20,,01,영업/정상,13,영업중,,,,,2233-3923,,100-829,서울특별시 중구 신당동 336번지 3호,"서울특별시 중구 다산로 175, 3층 (신당동, 명덕빌딩)",04608,유치과병원,2023.5.25 11:26,U,2022.12.4 22:07,치과병원,201064.9637,450779.721,,,,,,,,,,,,,,,,
3030000,PHMA220053030033021200001,2005.8.11,,01,영업/정상,13,영업중,,,,,02-2282-0001,1732.35,,서울특별시 성동구 홍익동 102번지,서울특별시 성동구 마장로 207 (홍익동),04706,서울특별시장애인치과병원,2023.9.27 8:55,U,2022.12.8 22:09,치과병원,202827.9731,451607.692,,,,,,,,,,,,,,,,
3010000,PHMA220113010033021200002,2011.10.28,,01,영업/정상,13,영업중,,,,,02-733-2875,294.3,,서울특별시 중구 황학동 2523 황학 아크로타워,"서울특별시 중구 퇴계로 447, 221~213호 (황학동, 황학 아크로타워)",04575,연세스위트치과병원,2024.4.16 16:27,U,2023.12.3 23:08,치과병원,201866.0395,451543.3378,,,,,,,,,,,,,,,,
3010000,PHMA220103010033021200003,20100930,,01,영업/정상,13,영업중,,,,,02-754-2879,,,서울특별시 중구 명동1가 53번지 1호 7층,"서울특별시 중구 명동길 43, 7층 (명동1가, 신한은행)",04534,라임나무치과병원,2017.9.5 18:38,I,2018.8.31 23:59,치과병원,198582.3397,451302.6029,치과병원,4,0,0,533,403 404 406 407,"치과보철과, 치과교정과, 치주과, 치과보존과",,,,0,0,,,0,
3030000,PHMA220063030033021200001,20060607,,03,폐업,03,폐업,20121214,,,,02-3408-2100,,,서울특별시 성동구 송정동 81번지 14호,서울특별시 성동구 광나루로 243 (송정동),133837,제인한방병원,2012.12.14 9:30,I,2018.8.31 23:59,한방병원,204968.4683,449690.1979,한방병원,17,17,72,1921.19,301,한방내과,,,,0,0,,,0,
3010000,PHMA220163010033021200002,2016.9.13,,01,영업/정상,13,영업중,,,,,02-2234-8585,1735.1,,"서울특별시 중구 흥인동 86 리마크빌 동대문 2,3층","서울특별시 중구 다산로 258, 리마크빌 동대문 2,3층 (흥인동)",04570,참바로병원,2024.4.16 16:22,U,2023.12.3 23:08,병원,201400.8244,451528.0122,,,,,,,,,,,,,,,,
3010000,PHMA220003010033021200001,20000810,,01,영업/정상,13,영업중,,,,,753-1922,,100706,서울특별시 중구 충무로1가 25번지 5호 고려대연각센터빌딩 3층 306호,"서울특별시 중구 퇴계로 97, 3층 306호 (충무로1가, 고려대연각센터빌딩)",04535,한누리치과병원,2017.9.5 18:38,I,2018.8.31 23:59,치과병원,198388.3656,450963.2418,치과병원,3,0,0,302.6,407 406 405 404 403,"치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과",,,,0,0,,,0,
3020000,PHMA219823020033021200002,19821101,,03,폐업,03,폐업,20081215,,,,794-4277,,,서울특별시 용산구 한남동 657-59,,,서울백제병원,2008.12.15 15:17,I,2018.8.31 23:59,병원,,,병원,2,16,38,1937,102 103 122,"신경과, 정신건강의학과, 가정의학과",,,,0,0,,,0,
3050000,PHMA220083050034021200001,20080118,,03,폐업,03,폐업,,,,,02-962-1123,,130817,"서울특별시 동대문구 고산자로 179(용두동 45-1) 지상2,3,4,5층",,,효림병원,2017.12.18 15:13,I,2018.8.31 23:59,병원,,,병원,4,25,130,2333,101,내과,,,,0,0,,,0,
3050000,PHMA220193050034021200001,2019.7.14,,01,영업/정상,13,영업중,,,,,02-2088-0580,4172.33,,서울특별시 동대문구 제기동 892번지 64호,"서울특별시 동대문구 정릉천동로 102, 지하1층~지상4층 (제기동)",02569,서울탑병원,2023.10.26 17:59,U,2022.10.30 22:08,병원,203109.5955,453230.2873,,,,,,,,,,,,,,,,
3050000,PHMA220113050034021200002,2011.3.18,,01,영업/정상,13,영업중,,,,,02-2681-0119,,130-844,서울특별시 동대문구 장안동 431번지 6호,서울특별시 동대문구 천호대로83길 44 (장안동),02636,맑은수병원,2023.7.24 10:42,U,2022.12.6 22:06,병원,205714.7837,451286.6686,,,,,,,,,,,,,,,,
3020000,PHMA219843020033021200002,19840721,,03,폐업,03,폐업,20110331,,,,748-9900,,,서울특별시 용산구 한강로3가 65번지,,,중대용산병원(학교법인 중앙대학교),2011.3.29 18:03,I,2018.8.31 23:59,종합병원,,,종합병원,378,78,348,17821,101 104 105 106 110 111 113 103 108 112 114 109 115 119 116 118 122 107 125 201 202 203 204 205 206 207 208 209 210,"내과, 정신건강의학과, 외과, 정형외과, 신경외과, 흉부외과, 성형외과, 마취통증의학과, 산부인과, 소아청소년과, 안과, 이비인후과, 피부과, 비뇨의학과, 영상의학과, 병리과, 진단검사의학과, 가정의학과, 응급의학과, 구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 구강악안면방사선과, 구강병리과, 예방치과",,,,0,0,,,0,
3020000,PHMA220063020033021200001,20060609,,03,폐업,03,폐업,20100421,,,,706-1199,,,서울특별시 용산구 효창동5-99,,,효창중앙병원,2010.4.21 16:37,I,2018.8.31 23:59,병원,,,병원,1,15,43,1293.6,101 111 116,"내과, 소아청소년과, 영상의학과",,,,0,0,,,0,
3010000,PHMA220163010033021200001,2016.7.8,,01,영업/정상,13,영업중,,,,,02-2165-0965,2454.42,,"서울특별시 중구 순화동 1-170 케이지타워 1,2,8층","서울특별시 중구 통일로 92, 케이지타워 1,2,8층 (순화동)",04517,광화문자생한방병원,2024.4.16 16:25,U,2023.12.3 23:08,한방병원,197214.2058,451259.6719,,,,,,,,,,,,,,,,
3010000,PHMA220063010033021200001,2006.3.2,,01,영업/정상,13,영업중,,,,,2252-0202,1317.7,,서울특별시 중구 신당동 422-4 반도정형외과,"서울특별시 중구 동호로 202, 반도정형외과 (신당동)",04607,반도정형외과병원,2024.4.16 16:33,U,2023.12.3 23:08,병원,200823.5125,450412.5869,,,,,,,,,,,,,,,,
3020000,PHMA220103020033021200001,20100219,,03,폐업,03,폐업,20110502,,,,,,140731,서울특별시 용산구 이태원1동 22번지 2호 청화아파트 상가동 301호,"서울특별시 용산구 장문로 27 (이태원동,청화아파트 상가동 301호)",140731,신명한방병원,2011.5.2 13:13,I,2018.8.31 23:59,한방병원,199471.3097,447522.747,한방병원,7,9,56,972,301 304 307 308 302 306,"한방내과, 한방부인과, 한방안?이비인후?피부과, 한방재활의학과, 사상체질과, 침구과",,,,0,0,,,0,
